"10.22.23.13","8543","YSL","Prod","10019152","sammediauk","ukprod041","releasevalue_kalam_5_10_","10.22.28.73:443:vs_10020192_sagebanking-cloud_ysl_int_https:external:P23_13_14_8543;185.150.176.89:443:vs_10020192_sagebanking-cloud_ysl_https:external:P23_13_14_8543",\N,"UP"
"10.22.23.13","8543","YSL","Prod","10019552","Denizen","ukprod041","releasevalue_kalam_5_10_","10.22.28.73:443:vs_10020192_sagebanking-cloud_ysl_int_https:external:P23_13_14_8543;185.150.176.89:443:vs_10020192_sagebanking-cloud_ysl_https:external:P23_13_14_8543",\N,"UP"
"10.22.23.13","8543","YSL","Prod","10019556","Peaks","ukprod041","releasevalue_kalam_5_10_","10.22.28.73:443:vs_10020192_sagebanking-cloud_ysl_int_https:external:P23_13_14_8543;185.150.176.89:443:vs_10020192_sagebanking-cloud_ysl_https:external:P23_13_14_8543",\N,"UP"
"10.22.23.13","8543","YSL","Prod","10019568","Castlight365","ukprod041","releasevalue_kalam_5_10_","10.22.28.73:443:vs_10020192_sagebanking-cloud_ysl_int_https:external:P23_13_14_8543;185.150.176.89:443:vs_10020192_sagebanking-cloud_ysl_https:external:P23_13_14_8543",\N,"UP"
"10.22.23.13","8543","YSL","Prod","10019760","RNM Financial","ukprod041","releasevalue_kalam_5_10_","10.22.28.73:443:vs_10020192_sagebanking-cloud_ysl_int_https:external:P23_13_14_8543;185.150.176.89:443:vs_10020192_sagebanking-cloud_ysl_https:external:P23_13_14_8543",\N,"UP"
"10.22.23.14","8543","YSL","Prod","10018988","ING NED","ukprod021","releasevalue_kalam_5_10_","10.22.28.73:443:vs_10020192_sagebanking-cloud_ysl_int_https:external:P23_13_14_8543;185.150.176.89:443:vs_10020192_sagebanking-cloud_ysl_https:external:P23_13_14_8543",\N,"UP"
"10.22.23.14","8543","YSL","Prod","10019068","Accounting Technologies","ukprod041","releasevalue_kalam_5_10_","10.22.28.73:443:vs_10020192_sagebanking-cloud_ysl_int_https:external:P23_13_14_8543;185.150.176.89:443:vs_10020192_sagebanking-cloud_ysl_https:external:P23_13_14_8543",\N,"UP"
"10.22.23.14","8543","YSL","Prod","10019072","AccountScore","ukprod041","releasevalue_kalam_5_10_","10.22.28.73:443:vs_10020192_sagebanking-cloud_ysl_int_https:external:P23_13_14_8543;185.150.176.89:443:vs_10020192_sagebanking-cloud_ysl_https:external:P23_13_14_8543",\N,"UP"
"10.22.23.14","8543","YSL","Prod","10019152","sammediauk","ukprod041","releasevalue_kalam_5_10_","10.22.28.73:443:vs_10020192_sagebanking-cloud_ysl_int_https:external:P23_13_14_8543;185.150.176.89:443:vs_10020192_sagebanking-cloud_ysl_https:external:P23_13_14_8543",\N,"UP"
"10.22.23.14","8543","YSL","Prod","10019552","Denizen","ukprod041","releasevalue_kalam_5_10_","10.22.28.73:443:vs_10020192_sagebanking-cloud_ysl_int_https:external:P23_13_14_8543;185.150.176.89:443:vs_10020192_sagebanking-cloud_ysl_https:external:P23_13_14_8543",\N,"UP"
